Timestamp,Pressure 1,Pressure 2,Pressure 3,Pressure 4
30/06/2022 12:03:03,10316.0,0.0,0.0,0.0
30/06/2022 12:03:04,10316.0,0.0,0.0,0.0
30/06/2022 12:03:05,10316.0,0.0,0.0,0.0
